,0,1,2,3,4
2006-12-04 00:00:00+00:00,0.033847023,0.865778,0.03345794,0.033490643,0.033426315
2006-12-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-14 00:00:00+00:00,0.03349882,0.0336443,0.8659326,0.033343073,0.033581242
2006-12-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-26 00:00:00+00:00,0.03349826,0.03358675,0.03348151,0.86580336,0.033630114
2006-12-27 00:00:00+00:00,0.050013427,0.7977489,0.050014455,0.05110496,0.051118214
2006-12-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2006-12-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
